source_id,title,youtube_id,transcript_rel,subtitle_rel,chapter_rel,video_rel,video_exists,transcript_words,transcript_sha256,last_timestamp,analysis_exists,narrative_map_exists,visual_notes_exists,figure_notes_exists,memory_fragment_exists,existing_book_mentions
118,Entrepreneurs Guide To Start and Scale ANY Business,MtvcqGNGev8,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/118 - Entrepreneurs Guide To Start and Scale ANY Business [MtvcqGNGev8].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/118 - Entrepreneurs Guide To Start and Scale ANY Business [MtvcqGNGev8].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_118,lazyearn/school-of-hard-knocks/hard-knocks-interviews/118 - Entrepreneurs Guide To Start and Scale ANY Business [MtvcqGNGev8].mkv,yes,2053,67b85678f7ad79846106ca5e469657bd479025fd8356c86f1f322fa5b708d32a,"00:08:44,700",yes,yes,yes,yes,yes,5
119,How to Make $2 Million in Commercial Real Estate,3aG9DVb6vBs,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/119 - How to Make $2 Million in Commercial Real Estate [3aG9DVb6vBs].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/119 - How to Make $2 Million in Commercial Real Estate [3aG9DVb6vBs].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_119,lazyearn/school-of-hard-knocks/hard-knocks-interviews/119 - How to Make $2 Million in Commercial Real Estate [3aG9DVb6vBs].webm,yes,2105,0bf706e178060857a4f2d78a98107cc0ce3d778d85c1f3b1af164e200d8d061d,"00:09:12,260",yes,yes,yes,yes,yes,6
120,Asking Entrepreneurs How They Got RICH! (San Antonio),Iw7huxwfHRM,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/120 - Asking Entrepreneurs How They Got RICH! (San Antonio) [Iw7huxwfHRM].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/120 - Asking Entrepreneurs How They Got RICH! (San Antonio) [Iw7huxwfHRM].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_120,lazyearn/school-of-hard-knocks/hard-knocks-interviews/120 - Asking Entrepreneurs How They Got RICH! (San Antonio) [Iw7huxwfHRM].mkv,yes,2395,205b12be95091446da4d8ea80ff241a7c6b6da861f2cef9aefe40e698c51087a,"00:09:46,860",yes,yes,yes,yes,yes,2
121,Asking Golf Course Millionaires How They Got Rich,RGt99we0cGA,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/121 - Asking Golf Course Millionaires How They Got Rich [RGt99we0cGA].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/121 - Asking Golf Course Millionaires How They Got Rich [RGt99we0cGA].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_121,lazyearn/school-of-hard-knocks/hard-knocks-interviews/121 - Asking Golf Course Millionaires How They Got Rich [RGt99we0cGA].webm,yes,2589,de57e58d574f626ff5f8b45dcd81b56ce55d2e21e0e4a99cf5fe3a6dd347c38f,"00:10:28,100",yes,yes,yes,yes,yes,7
122,HOW TO GET EVERYTHING YOU WANT IN LIFE Ft. Josh Terry,_wo0ox2mSjc,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/122 - HOW TO GET EVERYTHING YOU WANT IN LIFE Ft. Josh Terry [_wo0ox2mSjc].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/122 - HOW TO GET EVERYTHING YOU WANT IN LIFE Ft. Josh Terry [_wo0ox2mSjc].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_122,lazyearn/school-of-hard-knocks/hard-knocks-interviews/122 - HOW TO GET EVERYTHING YOU WANT IN LIFE Ft. Josh Terry [_wo0ox2mSjc].mkv,yes,2293,7db9ea9ecff2e5b8ea688bb3be67391285f20a2b25e931c96e23c319a4a20e70,"00:09:29,060",yes,yes,yes,yes,yes,7
123,Asking a Private Equity Millionaire How He Got Rich,uf0Or7n8_bU,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/123 - Asking a Private Equity Millionaire How He Got Rich [uf0Or7n8_bU].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/123 - Asking a Private Equity Millionaire How He Got Rich [uf0Or7n8_bU].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_123,lazyearn/school-of-hard-knocks/hard-knocks-interviews/123 - Asking a Private Equity Millionaire How He Got Rich [uf0Or7n8_bU].mkv,yes,3938,10fe3f74a353759fbff037e4c449b34ac9fa1b734404dd58c46c396c1a09f5f3,"00:16:17,420",yes,yes,yes,yes,yes,7
124,"Asking Millionaires How To Make $1,000,000!",O_pe_5L769E,"markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/124 - Asking Millionaires How To Make $1,000,000! [O_pe_5L769E].md","subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/124 - Asking Millionaires How To Make $1,000,000! [O_pe_5L769E].srt",generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_124,"lazyearn/school-of-hard-knocks/hard-knocks-interviews/124 - Asking Millionaires How To Make $1,000,000! [O_pe_5L769E].mkv",yes,1996,04a9e1c18b5c06ef4ff1de3e9ee71e3555e0fd5f72b20b9a1b2eb9f0fd33543b,"00:08:30,359",yes,yes,yes,yes,yes,2
125,Entrepreneurs interesting perspective to building wealth,RI8aZSK1Nr4,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/125 - Entrepreneurs interesting perspective to building wealth [RI8aZSK1Nr4].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/125 - Entrepreneurs interesting perspective to building wealth [RI8aZSK1Nr4].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_125,lazyearn/school-of-hard-knocks/hard-knocks-interviews/125 - Entrepreneurs interesting perspective to building wealth [RI8aZSK1Nr4].webm,yes,110,a600f52e67f5e26a6f6efda54b0e3c44f048b1cad9163a6ebd409c81c2259fec,"00:00:31,540",yes,yes,yes,yes,yes,6
126,Fashion Entrepreneurs Wise Life Advice,Kl2_ddXq0QU,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/126 - Fashion Entrepreneurs Wise Life Advice [Kl2_ddXq0QU].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/126 - Fashion Entrepreneurs Wise Life Advice [Kl2_ddXq0QU].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_126,lazyearn/school-of-hard-knocks/hard-knocks-interviews/126 - Fashion Entrepreneurs Wise Life Advice [Kl2_ddXq0QU].webm,yes,138,8fca7d236ae2ae85cd9d1ab61b6f8ca6913ed5655acdf04a72797de04f757867,"00:00:29,120",yes,yes,yes,yes,yes,7
127,Serial Entrepreneurs Advice For Overcoming Obstacles in Business,94KT6kW4qQ0,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/127 - Serial Entrepreneurs Advice For Overcoming Obstacles in Business [94KT6kW4qQ0].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/127 - Serial Entrepreneurs Advice For Overcoming Obstacles in Business [94KT6kW4qQ0].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_127,lazyearn/school-of-hard-knocks/hard-knocks-interviews/127 - Serial Entrepreneurs Advice For Overcoming Obstacles in Business [94KT6kW4qQ0].webm,yes,107,36b7e6714e1d3a57ac56edd6486bab4818ed694d99b1af3b76ff70187ad3d9a1,"00:00:26,340",yes,yes,yes,yes,yes,5
128,Commercial Real Estate Brokers Advice To Young People,bFnlLPuGoIM,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/128 - Commercial Real Estate Brokers Advice To Young People [bFnlLPuGoIM].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/128 - Commercial Real Estate Brokers Advice To Young People [bFnlLPuGoIM].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_128,lazyearn/school-of-hard-knocks/hard-knocks-interviews/128 - Commercial Real Estate Brokers Advice To Young People [bFnlLPuGoIM].webm,yes,201,6581df0115df38f890044b01231a418981b0a0c3bb142f65ea19de8a38769fab,"00:00:41,320",yes,yes,yes,yes,yes,5
129,How Can Someone Break Into The Tech Industry？,fEX1Oy51iJs,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/129 - How Can Someone Break Into The Tech Industry？ [fEX1Oy51iJs].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/129 - How Can Someone Break Into The Tech Industry？ [fEX1Oy51iJs].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_129,lazyearn/school-of-hard-knocks/hard-knocks-interviews/129 - How Can Someone Break Into The Tech Industry？ [fEX1Oy51iJs].webm,yes,222,11569459dbb47761cb9f9d29f655ced9a4db6d6dd1bef7072ebebfa222505ec8,"00:00:45,209",yes,yes,yes,yes,yes,7
130,He Made $1 Billion. Does Money Buy Happiness？,48TQYZOgE1s,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/130 - He Made $1 Billion. Does Money Buy Happiness？ [48TQYZOgE1s].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/130 - He Made $1 Billion. Does Money Buy Happiness？ [48TQYZOgE1s].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_130,lazyearn/school-of-hard-knocks/hard-knocks-interviews/130 - He Made $1 Billion. Does Money Buy Happiness？ [48TQYZOgE1s].webm,yes,136,58c6fe78043c0a3507d85fd45110754f755f5eb9e06c1fdc4babbe1b535398e5,"00:00:36,120",yes,yes,yes,yes,yes,5
131,From Summit to Success： Entrepreneur's Billion-Dollar Lesson from 'Into Thin Air,8GgL-uvICKY,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/131 - From Summit to Success： Entrepreneur's Billion-Dollar Lesson from 'Into Thin Air [8GgL-uvICKY].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/131 - From Summit to Success： Entrepreneur's Billion-Dollar Lesson from 'Into Thin Air [8GgL-uvICKY].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_131,lazyearn/school-of-hard-knocks/hard-knocks-interviews/131 - From Summit to Success： Entrepreneur's Billion-Dollar Lesson from 'Into Thin Air [8GgL-uvICKY].webm,yes,417,515ad7f0bb7cb2349835ff8ea5514d0adeec9fd09483afc191effe10137e4753,"00:01:29,559",yes,yes,yes,yes,yes,6
132,"How I Turned $1,000 Into $1 Billion",MQv7Te8VmYI,"markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/132 - How I Turned $1,000 Into $1 Billion [MQv7Te8VmYI].md","subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/132 - How I Turned $1,000 Into $1 Billion [MQv7Te8VmYI].srt",generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_132,"lazyearn/school-of-hard-knocks/hard-knocks-interviews/132 - How I Turned $1,000 Into $1 Billion [MQv7Te8VmYI].mkv",yes,3836,27d8d6191c9cdd062e24d5a20a0ddbe1767e068bd9595a8aa26102562330a6da,"00:16:34,545",yes,yes,yes,yes,yes,6
133,Life After Selling Your Company For $1 Billion,BT6YGOROV6c,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/133 - Life After Selling Your Company For $1 Billion [BT6YGOROV6c].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/133 - Life After Selling Your Company For $1 Billion [BT6YGOROV6c].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_133,lazyearn/school-of-hard-knocks/hard-knocks-interviews/133 - Life After Selling Your Company For $1 Billion [BT6YGOROV6c].mkv,yes,3703,e8d25a123fff8cbfe8c94acdb13145c9a821f33f7c673ce31fdfe1fd72125475,"00:15:52,940",yes,yes,yes,yes,yes,9
134,10 Questions with a Millionaire： Founder & E-commerce Entrepreneur Robert Miller,TpVlJpiV6U8,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/134 - 10 Questions with a Millionaire： Founder & E-commerce Entrepreneur Robert Miller [TpVlJpiV6U8].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/134 - 10 Questions with a Millionaire： Founder & E-commerce Entrepreneur Robert Miller [TpVlJpiV6U8].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_134,lazyearn/school-of-hard-knocks/hard-knocks-interviews/134 - 10 Questions with a Millionaire： Founder & E-commerce Entrepreneur Robert Miller [TpVlJpiV6U8].mkv,yes,3824,2590eafaac910c3a3fe94f289bdbafda31fe5c05e8699e44b9369e86c9e3034e,"00:14:34,640",yes,yes,yes,yes,yes,4
135,Asking Texan’s Their Best Life Advice (DALLAS!),8M5QEOicQKQ,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/135 - Asking Texan’s Their Best Life Advice (DALLAS!) [8M5QEOicQKQ].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/135 - Asking Texan’s Their Best Life Advice (DALLAS!) [8M5QEOicQKQ].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_135,lazyearn/school-of-hard-knocks/hard-knocks-interviews/135 - Asking Texan’s Their Best Life Advice (DALLAS!) [8M5QEOicQKQ].mkv,yes,1590,74a63fe1e8c756fc1f7e78146002458b4e9460cf84de1be1a135e2d6b005c5b3,"00:06:20,500",yes,yes,yes,yes,yes,5
136,I Asked Texan Millionaires Their Best Financial Decision,Q0cgOMI5gn0,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/136 - I Asked Texan Millionaires Their Best Financial Decision [Q0cgOMI5gn0].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/136 - I Asked Texan Millionaires Their Best Financial Decision [Q0cgOMI5gn0].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_136,lazyearn/school-of-hard-knocks/hard-knocks-interviews/136 - I Asked Texan Millionaires Their Best Financial Decision [Q0cgOMI5gn0].mkv,yes,1734,9f44e73e46714e35b37129172cf7a2c3997f9c3c7b6e12d0213fb0e05ef19bba,"00:07:15,520",yes,yes,yes,yes,yes,8
137,Why You Need To Learn Sales Before You Start A Company,LdMyHHbDdaM,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/137 - Why You Need To Learn Sales Before You Start A Company [LdMyHHbDdaM].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/137 - Why You Need To Learn Sales Before You Start A Company [LdMyHHbDdaM].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_137,lazyearn/school-of-hard-knocks/hard-knocks-interviews/137 - Why You Need To Learn Sales Before You Start A Company [LdMyHHbDdaM].webm,yes,157,e043e06b5c4b11f5825e96e4b61136b525f8b5b31ab82c104f376eafa6d76290,"00:00:44,880",yes,yes,yes,yes,yes,4
138,10 Questions with a Real Estate Millionaire： Tips for Building Wealth and Success,cttsP_8MjEo,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/138 - 10 Questions with a Real Estate Millionaire： Tips for Building Wealth and Success [cttsP_8MjEo].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/138 - 10 Questions with a Real Estate Millionaire： Tips for Building Wealth and Success [cttsP_8MjEo].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_138,lazyearn/school-of-hard-knocks/hard-knocks-interviews/138 - 10 Questions with a Real Estate Millionaire： Tips for Building Wealth and Success [cttsP_8MjEo].mkv,yes,3003,91bf73cb2ef9526ec6554a8509664af5cf71a44dddeb38dfd72837bb3184b8fd,"00:13:49,580",yes,yes,yes,yes,yes,5
139,Asking Millionaires What They Are Investing in,67T9EMIvOlA,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/139 - Asking Millionaires What They Are Investing in [67T9EMIvOlA].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/139 - Asking Millionaires What They Are Investing in [67T9EMIvOlA].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_139,lazyearn/school-of-hard-knocks/hard-knocks-interviews/139 - Asking Millionaires What They Are Investing in [67T9EMIvOlA].mkv,yes,1799,411b982913e12e8aff11759a37f3612fa2a33b150f692e0a8bb8fd41232543ff,"00:08:31,099",yes,yes,yes,yes,yes,8
140,These Millionaires Gave Us Life Changing Advice...,jR6g__ogNkc,markdown/lazyearn/school-of-hard-knocks/hard-knocks-interviews/140 - These Millionaires Gave Us Life Changing Advice... [jR6g__ogNkc].md,subtitles/lazyearn/school-of-hard-knocks/hard-knocks-interviews/140 - These Millionaires Gave Us Life Changing Advice... [jR6g__ogNkc].srt,generated_course_notes/lazyearn/school-of-hard-knocks/hard-knocks-interviews/chapters/lecture_140,lazyearn/school-of-hard-knocks/hard-knocks-interviews/140 - These Millionaires Gave Us Life Changing Advice... [jR6g__ogNkc].webm,yes,2545,b8a5c0f5e5d4002be5012b0029a4d84874b694efaaa0bd6b6c3e959a1c3ee9a8,"00:12:00,720",yes,yes,yes,yes,yes,5
